name;State;datetime;TempMax;TempMin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;sunrise;sunset;moonphase;conditions;description;icon;stations
Mumbai; India;2023-04-12;35;26,4;314;421;264;352;217;571;15;100;417;rain;0;0;576;389;3081;1010;526;33;240;208;9;38;2023-04-13;2023-04-13;75;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.;rain;43058099999,VABB,VAJJ,43003099999,43057099999,43060099999
Mumbai; India;2023-04-13;35;27,4;309;436;294;352;227;629;0;0;0;;0;0;479;241;3086;1010;582;51;2483;216;10;38;2023-04-14;2023-04-14;79;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;VABB,43003099999,43057099999,remote,43060099999
Mumbai; India;2023-04-14;33,7;27,3;302;415;295;334;217;614;0;0;0;;0;0;331;205;2985;1010;292;55;2959;255;10;15;2023-04-15;2023-04-15;82;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;VABB,VAJJ,43003099999,43057099999,remote,43060099999
Mumbai; India;2023-04-15;34;26,8;303;385;292;332;215;61;0;0;0;;0;0;41;209;3044;10088;238;47;2998;26;10;30;2023-04-16;2023-04-16;86;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;VABB,VAJJ,43003099999,43057099999,remote,43060099999
Mumbai; India;2023-04-16;33;26,9;299;407;297;347;238;706;0;0;0;;0;0;364;178;3056;10087;27;34;2989;26;10;30;2023-04-17;2023-04-17;9;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;43058099999,VABB,VAJJ,43003099999,43057099999,43060099999
Mumbai; India;2023-04-17;38;26,3;318;408;263;347;208;542;0;0;0;;0;0;493;338;3314;10091;242;4;2616;227;10;30;2023-04-18;2023-04-18;93;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;43058099999,VABB,43003099999,43057099999,remote,43060099999
Mumbai; India;2023-04-18;39;28,9;332;429;312;36;203;493;0;0;0;;0;0;533;205;3174;10068;197;4;2995;26;10;38;2023-04-19;2023-04-19;97;Clear;Clear conditions throughout the day.;clear-day;43058099999,VABB,43003099999,43057099999,remote,43060099999
Mumbai; India;2023-04-19;35,4;28,6;314;419;314;347;215;565;0;0;0;;0;0;425;26;3025;10055;335;34;2865;248;9;15;2023-04-20;2023-04-20;0;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;43058099999,VABB,VAJJ,43003099999,43057099999,43060099999
Mumbai; India;2023-04-20;31,7;26,7;292;37;29;33;231;701;0;0;0;;0;0;335;242;2817;10064;133;37;3038;261;10;30;2023-04-21;2023-04-21;4;Clear;Clear conditions throughout the day.;clear-day;43058099999,VABB,VAJJ,43003099999,43057099999,43060099999
Mumbai; India;2023-04-21;32,1;26,8;288;379;294;325;233;724;0;0;0;;0;0;353;184;2781;10071;394;37;2989;259;10;30;2023-04-22;2023-04-22;7;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;VABB,VAJJ,43003099999,43057099999,43060099999
Mumbai; India;2023-04-22;31,1;25,9;287;358;259;323;231;718;0;0;0;;0;0;371;241;282;10072;394;38;2985;258;10;30;2023-04-23;2023-04-23;1;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;VABB,VAJJ,43003099999,43057099999,43060099999
Mumbai; India;2023-04-23;31,7;25,8;29;383;258;34;248;785;0;0;0;;0;0;371;184;2783;10074;389;38;2951;254;10;15;2023-04-24;2023-04-24;13;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;43058099999,VABB,VAJJ,43003099999,43057099999,43060099999
Mumbai; India;2023-04-24;32,8;27,6;297;416;321;361;255;791;0;0;0;;0;0;353;187;2473;10075;447;33;2898;251;10;75;2023-04-25;2023-04-25;16;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;43058099999,VABB,VAJJ,43003099999,43057099999,43060099999
Mumbai; India;2023-04-25;32,1;28;295;363;319;339;236;713;0;0;0;;0;0;407;23;2263;10081;459;37;2845;245;10;60;2023-04-26;2023-04-26;2;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;43058099999,VABB,VAJJ,43003099999,43057099999,43060099999
Mumbai; India;2023-04-26;32,8;27,3;295;369;30;334;231;688;0;0;0;;0;0;335;23;2855;10082;441;35;2898;25;10;30;2023-04-27;2023-04-27;23;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;43058099999,VABB,VAJJ,43003099999,43057099999,43060099999
Mumbai; India;2023-04-27;31,7;27,2;294;375;302;333;23;688;0;0;0;;0;0;353;248;2887;1009;289;37;2847;246;10;10;2023-04-28;2023-04-28;25;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;43058099999,VABB,VAJJ,43003099999,43057099999,43060099999
Mumbai; India;2023-04-28;32,8;26,9;295;361;296;326;222;655;2;100;417;rain;0;0;234;23;2687;10085;384;39;299;258;10;10;2023-04-29;2023-04-29;29;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.;rain;VABB,VAJJ,43003099999,43057099999,43060099999
Mumbai; India;2023-04-29;31,7;27;293;366;296;329;229;689;0;0;0;rain;0;0;256;205;2644;1007;437;4;297;256;10;30;2023-04-30;2023-04-30;32;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;VABB,VAJJ,43003099999,43057099999,43060099999
Nairobi; Kenya;2023-06-29;22;15,8;182;22;158;182;123;694;0;0;0;rain;0;0;176;184;1349;10253;89;122;1145;97;6;10;2023-06-30;2023-06-30;4;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-06-30;21;15;176;21;15;176;124;723;0;0;0;rain;0;0;194;18;1225;10261;881;125;1253;106;7;10;2023-07-01;2023-07-01;43;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-01;20,1;14,7;173;201;147;173;121;721;0;0;0;rain;0;0;23;162;1391;10269;894;124;1375;118;8;10;2023-07-02;2023-07-02;46;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-02;21;14,9;179;21;149;179;114;666;0;0;0;rain;0;0;216;217;1187;1027;89;124;1282;11;4;10;2023-07-03;2023-07-03;5;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-03;20;14,7;168;20;147;168;115;717;0;0;0;rain;0;0;198;217;1428;10264;888;124;793;67;4;10;2023-07-04;2023-07-04;53;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-04;20;12,9;167;20;129;167;113;713;0;0;0;;0;0;162;173;1334;10248;874;122;1874;162;9;10;2023-07-05;2023-07-05;57;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-05;21,1;13,7;174;211;137;174;115;692;3;100;417;rain;0;0;295;251;1672;10248;879;121;1145;98;6;10;2023-07-06;2023-07-06;6;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-06;18,1;14;162;181;14;162;113;736;1;100;417;rain;0;0;176;186;1445;10262;906;112;905;78;4;10;2023-07-07;2023-07-07;64;Rain, Overcast;Cloudy skies throughout the day with morning rain.;rain;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-07;21,1;12,9;167;211;129;167;10;662;0;0;0;;0;0;212;178;1003;10263;871;12;2166;188;8;10;2023-07-08;2023-07-08;67;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-08;25,1;12,7;181;251;127;181;104;639;0;0;0;;0;0;187;163;949;10253;772;126;2839;246;10;10;2023-07-09;2023-07-09;71;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-09;28;11,6;195;27;116;194;105;607;0;0;0;;0;0;223;241;1413;10239;626;125;2855;247;9;10;2023-07-10;2023-07-10;75;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-10;28;11,8;207;27;118;206;107;561;0;0;0;;0;0;263;188;1215;10242;742;124;2898;252;10;10;2023-07-11;2023-07-11;78;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-11;22;15,8;182;22;158;182;113;65;0;0;0;;0;0;256;215;1067;10253;868;121;2626;226;10;10;2023-07-12;2023-07-12;81;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-12;22;13,6;178;22;136;178;107;647;0;0;0;rain;0;0;166;193;1469;10251;875;121;1773;154;8;10;2023-07-13;2023-07-13;85;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-13;24;13;192;24;13;192;104;591;0;0;0;;0;0;248;184;1121;10249;861;121;2704;233;10;10;2023-07-14;2023-07-14;88;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-14;24;14,9;191;24;149;191;104;589;0;0;0;;0;0;234;171;90;10253;815;123;2848;245;10;10;2023-07-15;2023-07-15;92;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-15;22,9;13,1;174;229;131;174;107;662;0;0;0;;0;0;216;175;1016;10263;837;126;2678;231;9;10;2023-07-16;2023-07-16;95;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-16;20;13,7;17;20;137;17;105;664;0;0;0;;0;0;205;148;1132;10265;855;123;2718;235;9;10;2023-07-17;2023-07-17;0;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-17;22;14,1;173;22;141;173;101;637;0;0;0;;0;0;223;241;130;10265;777;128;2953;253;10;10;2023-07-18;2023-07-18;2;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-18;23;13,8;181;23;138;181;104;624;0;0;0;;0;0;169;239;1649;10255;851;128;2058;179;9;10;2023-07-19;2023-07-19;5;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-19;27,1;12,1;196;265;121;196;107;597;0;0;0;rain;0;0;173;18;2181;10248;747;122;2008;173;9;10;2023-07-20;2023-07-20;9;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-20;26;13,1;20;26;131;20;94;531;0;0;0;;0;0;238;291;168;1026;565;13;2217;192;10;10;2023-07-21;2023-07-21;12;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-21;22,2;15,1;187;222;151;187;105;598;0;0;0;;0;0;169;188;1455;10273;703;127;1969;17;8;10;2023-07-22;2023-07-22;15;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-22;22,1;14;183;221;14;183;115;665;0;0;0;;0;0;187;197;1228;1027;798;123;165;144;7;10;2023-07-23;2023-07-23;19;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-23;22;14,1;179;22;141;179;11;657;0;0;0;rain;0;0;176;242;1269;10256;82;12;121;105;6;10;2023-07-24;2023-07-24;22;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-24;23;16;186;23;16;186;119;661;0;0;0;;0;0;187;182;1658;10243;791;125;1236;108;5;10;2023-07-25;2023-07-25;25;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-25;22,9;15,7;181;229;157;181;116;67;0;0;0;rain;0;0;187;221;1243;10249;724;122;2192;189;8;10;2023-07-26;2023-07-26;25;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-26;23,8;13,6;185;238;136;185;108;629;0;0;0;;0;0;216;229;1342;10257;818;121;2564;221;10;10;2023-07-27;2023-07-27;32;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-27;21;15,1;178;21;151;178;116;674;0;0;0;rain;0;0;173;182;1482;10259;887;119;881;76;3;10;2023-07-28;2023-07-28;35;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-28;21,7;15;18;217;15;18;118;679;0;0;0;rain;0;0;184;178;1092;10255;885;119;2663;23;10;10;2023-07-29;2023-07-29;39;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-29;25,9;13,2;189;259;132;189;123;679;0;0;0;rain;0;0;187;239;943;10242;818;124;1844;158;9;10;2023-07-30;2023-07-30;42;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
Nairobi; Kenya;2023-07-30;27,9;13,2;202;268;132;201;116;622;0;0;0;;0;0;22;285;1573;10241;679;125;2096;181;9;10;2023-07-31;2023-07-31;45;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;HKJK,63741099999,HKNW,63740099999,63742099999
New Delhi; India;2023-04-29;30,2;22,2;26;294;222;26;16;556;259;100;417;rain;0;0;216;148;376;10073;912;6;2038;177;7;10;2023-04-30;2023-04-30;32;Rain, Overcast;Cloudy skies throughout the day with morning rain.;rain;42182099999,42176099999,VIDP,42139099999,42181099999,remote
New Delhi; India;2023-04-30;24,9;20;217;249;20;217;199;897;12131;100;833;rain;0;0;288;148;742;10079;865;25;666;58;5;10;2023-05-01;2023-05-01;36;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-01;27,8;21;234;293;21;236;20;821;1;100;417;rain;0;0;288;156;793;10093;749;33;1722;15;9;10;2023-05-02;2023-05-02;39;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;42182099999,42176099999,VIDP,42139099999,42181099999,remote
New Delhi; India;2023-05-02;29,8;19,7;228;325;197;231;20;855;27526;100;125;rain;0;0;464;184;819;10104;718;23;2398;206;9;10;2023-05-03;2023-05-03;42;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-03;31;18,6;246;321;186;247;182;713;0;0;0;;0;0;162;94;916;10102;276;22;3043;263;9;10;2023-05-04;2023-05-04;45;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;42182099999,42176099999,VIDP,42139099999,42181099999,VIDD
New Delhi; India;2023-05-04;33,1;21,6;279;34;216;282;177;57;0;0;0;;0;0;198;112;2602;10082;293;3;3043;263;9;10;2023-05-05;2023-05-05;5;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-05;35;23;286;339;23;284;161;494;0;0;0;;0;0;464;277;2713;10065;226;29;2866;249;9;10;2023-05-06;2023-05-06;52;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-06;37;22,9;294;384;229;294;157;464;3533;100;417;rain;0;0;554;148;1314;10053;443;3;2807;241;9;10;2023-05-07;2023-05-07;56;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-07;35,6;23,1;292;377;231;292;174;531;0;0;0;;0;0;324;205;96;10047;478;32;3091;267;10;10;2023-05-08;2023-05-08;59;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-08;37;22,4;303;349;224;292;106;36;0;0;0;;0;0;306;148;2918;1007;91;28;3242;279;10;10;2023-05-09;2023-05-09;63;Clear;Clear conditions throughout the day.;clear-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-09;36,1;24;305;341;24;292;68;25;0;0;0;;0;0;374;148;2894;10067;0;32;3279;282;10;10;2023-05-10;2023-05-10;66;Clear;Clear conditions throughout the day.;clear-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-10;39,4;22;311;366;22;30;9;292;0;0;0;;0;0;212;126;2848;10072;13;39;3272;284;10;10;2023-05-11;2023-05-11;7;Clear;Clear conditions throughout the day.;clear-day;42182099999,42176099999,VIDP,42139099999,42181099999,remote
New Delhi; India;2023-05-11;41;22,8;328;386;228;315;9;28;0;0;0;;0;0;263;13;2557;10058;2;35;3213;277;10;10;2023-05-12;2023-05-12;75;Clear;Clear conditions throughout the day.;clear-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-12;40,1;25;335;419;25;329;128;318;0;0;0;;0;0;317;148;913;10051;135;32;3197;276;10;10;2023-05-13;2023-05-13;77;Clear;Clear conditions throughout the day.;clear-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-13;40;28,5;336;425;284;331;132;309;0;0;0;;0;0;41;148;179;10023;417;27;3212;276;10;10;2023-05-14;2023-05-14;81;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-14;41;27;339;409;27;329;115;277;0;0;0;;0;0;353;213;2507;1002;36;36;3208;276;10;10;2023-05-15;2023-05-15;84;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-15;39;28;334;397;278;328;13;305;0;0;0;;0;0;50;231;2637;10041;492;25;2792;241;8;10;2023-05-16;2023-05-16;88;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-16;40,2;27,3;333;417;28;331;143;334;0;0;0;;0;0;425;148;2517;10053;611;29;299;258;10;10;2023-05-17;2023-05-17;91;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-17;36;24;298;389;24;304;179;51;8652;100;833;rain;0;0;518;335;3226;10096;423;34;2953;253;10;30;2023-05-18;2023-05-18;95;Rain, Partially cloudy;Clearing in the afternoon with early morning rain.;rain;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-18;38;25,1;321;371;251;316;148;393;0;0;0;;0;0;353;198;2795;10068;79;42;3172;275;10;10;2023-05-19;2023-05-19;0;Clear;Clear conditions throughout the day.;clear-day;42182099999,42176099999,VIDP,42139099999,42181099999,remote
New Delhi; India;2023-05-19;40;25,1;335;405;251;33;134;331;0;0;0;;0;0;36;148;2794;10045;13;37;322;278;10;10;2023-05-20;2023-05-20;2;Clear;Clear conditions throughout the day.;clear-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-20;42,2;26,1;357;437;261;349;121;276;0;0;0;;0;0;335;148;279;10044;7;38;3223;278;10;10;2023-05-21;2023-05-21;5;Clear;Clear conditions throughout the day.;clear-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-21;44;28,8;374;473;291;371;125;248;0;0;0;;0;0;472;252;2589;10042;161;52;3061;266;10;10;2023-05-22;2023-05-22;8;Clear;Clear conditions throughout the day.;clear-day;42182099999,42176099999,VIDP,42139099999,42181099999,remote
New Delhi; India;2023-05-22;44;31,7;369;47;306;366;13;251;0;0;0;rain;0;0;464;284;2607;10047;472;34;2832;245;10;10;2023-05-23;2023-05-23;12;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-23;33;26;30;349;26;304;17;464;0;0;0;;0;0;414;184;1189;10061;807;33;2605;225;9;30;2023-05-24;2023-05-24;15;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-24;35,3;22;289;373;22;292;173;522;4749;100;417;rain;0;0;666;301;2686;10052;629;43;3078;266;9;30;2023-05-25;2023-05-25;18;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;42182099999,42176099999,VIDP,42139099999,42181099999,remote
New Delhi; India;2023-05-25;33,3;22,8;282;346;228;283;168;527;0;0;0;;0;0;335;148;2424;10064;553;39;3118;27;9;30;2023-05-26;2023-05-26;21;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;42182099999,42176099999,VIDP,42139099999,42181099999
New Delhi; India;2023-05-26;33,5;20;274;346;20;282;194;65;18165;100;833;rain;0;0;594;205;986;10062;447;51;2537;22;9;10;2023-05-27;2023-05-27;25;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.;rain;42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote
New Delhi; India;2023-05-27;34,1;25;301;404;25;324;208;591;0;0;0;;0;0;295;127;1389;10068;501;47;308;266;9;60;2023-05-28;2023-05-28;28;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote
New Delhi; India;2023-05-28;34;22,8;272;372;228;283;205;686;7011;100;125;rain;0;0;396;159;2843;10089;621;42;2174;189;9;30;2023-05-29;2023-05-29;31;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;42182099999,42176099999,VIDP,42139099999,42181099999,remote
New Delhi; India;2023-05-29;34,7;22;271;381;22;278;20;688;31388;100;833;rain;0;0;648;594;2451;10086;572;3;3097;268;9;10;2023-05-30;2023-05-30;34;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;42182099999,42176099999,VIDP,42139099999,42181099999
Santiago; Chile;2023-02-27;32;12,1;221;299;121;216;61;385;0;0;0;;0;0;184;295;1989;10145;0;10;3244;279;10;10;2023-02-28;2023-02-28;27;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-02-28;32,6;14,1;233;308;141;228;91;444;0;0;0;;0;0;169;184;2023;10127;3;10;3224;278;10;10;2023-03-01;2023-03-01;31;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-01;34;14;23;318;14;225;9;457;0;0;0;;0;0;184;317;1907;10096;39;99;319;276;10;10;2023-03-02;2023-03-02;34;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-02;29;13,8;207;281;138;205;97;515;0;0;0;;0;0;14;259;1838;10115;254;10;3075;264;10;10;2023-03-03;2023-03-03;37;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-03;33,3;14,3;235;319;143;23;111;503;0;0;0;;0;0;14;259;2094;10113;0;10;308;266;10;10;2023-03-04;2023-03-04;4;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-04;31,6;15,2;231;303;152;228;111;495;0;0;0;;0;0;166;205;1889;1010;0;97;3062;266;10;10;2023-03-05;2023-03-05;44;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-05;27;14,1;203;27;141;203;121;615;0;0;0;;0;0;14;241;1893;10139;14;98;2992;258;9;10;2023-03-06;2023-03-06;47;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-06;31;14,5;213;298;145;21;116;573;0;0;0;;0;0;187;259;1963;10129;121;98;2936;255;9;10;2023-03-07;2023-03-07;5;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-07;29,6;15;211;288;15;209;118;588;0;0;0;;0;0;166;223;1962;10158;262;10;2953;256;9;10;2023-03-08;2023-03-08;54;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-08;30;13,7;216;29;137;214;108;531;0;0;0;;0;0;169;317;1976;10147;185;10;2821;243;9;10;2023-03-09;2023-03-09;57;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-09;29,2;13,4;213;283;134;211;106;538;0;0;0;;0;0;13;241;1945;10141;77;10;2925;254;9;10;2023-03-10;2023-03-10;61;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-10;28,8;13,3;205;28;133;204;105;55;0;0;0;;0;0;148;223;1992;1015;0;10;2875;249;9;10;2023-03-11;2023-03-11;64;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-11;27,8;12,7;193;274;127;193;114;629;0;0;0;;0;0;126;28;1981;10162;196;99;2856;246;9;10;2023-03-12;2023-03-12;68;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-12;29;13,4;203;283;134;202;123;63;0;0;0;;0;0;13;206;2032;10155;54;99;2829;244;9;10;2023-03-13;2023-03-13;71;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-13;29;14;212;285;14;211;123;60;0;0;0;;0;0;162;259;2037;10151;23;99;278;239;9;10;2023-03-14;2023-03-14;75;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-14;29;12,3;205;276;123;203;43;358;0;0;0;;0;0;148;205;1937;10177;0;10;2806;243;9;10;2023-03-15;2023-03-15;79;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-15;30;12,3;204;285;123;202;86;498;0;0;0;;0;0;148;277;1817;10166;2;99;2805;243;9;10;2023-03-16;2023-03-16;82;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
Santiago; Chile;2023-03-16;29;12,8;205;282;128;204;12;621;0;0;0;;0;0;137;277;2013;10168;5;97;2773;239;9;10;2023-03-17;2023-03-17;86;Clear;Clear conditions throughout the day.;clear-day;SCEL,85577099999,85574099999
